PERMNO,date,ticker,RET,coname,mkt,rf,ret
92655,2013-12-01,UNH,0.014769,UnitedHealth,0.0281,0.0,0.0148
92655,2014-01-01,UNH,-0.040106,UnitedHealth,-0.0332,0.0,-0.0401
92655,2014-02-01,UNH,0.069037,UnitedHealth,0.0465,0.0,0.069
92655,2014-03-01,UNH,0.064708,UnitedHealth,0.0043,0.0,0.0647
92655,2014-04-01,UNH,-0.084766,UnitedHealth,-0.0019,0.0,-0.0848
92655,2014-05-01,UNH,0.061167,UnitedHealth,0.0206,0.0,0.0612
92655,2014-06-01,UNH,0.031332,UnitedHealth,0.0261,0.0,0.0313
92655,2014-07-01,UNH,-0.008563,UnitedHealth,-0.0204,0.0,-0.0086
92655,2014-08-01,UNH,0.069463,UnitedHealth,0.0424,0.0,0.0695
92655,2014-09-01,UNH,-0.000635,UnitedHealth,-0.0197,0.0,-0.0006
92655,2014-10-01,UNH,0.101565,UnitedHealth,0.0252,0.0,0.1016
92655,2014-11-01,UNH,0.038101,UnitedHealth,0.0255,0.0,0.0381
92655,2014-12-01,UNH,0.028744,UnitedHealth,-0.0006,0.0,0.0287
92655,2015-01-01,UNH,0.051044,UnitedHealth,-0.0311,0.0,0.051
92655,2015-02-01,UNH,0.069459,UnitedHealth,0.0613,0.0,0.0695
92655,2015-03-01,UNH,0.044311,UnitedHealth,-0.0112,0.0,0.0443
92655,2015-04-01,UNH,-0.058247,UnitedHealth,0.0059,0.0,-0.0582
92655,2015-05-01,UNH,0.079084,UnitedHealth,0.0136,0.0,0.0791
92655,2015-06-01,UNH,0.019050,UnitedHealth,-0.0153,0.0,0.0191
92655,2015-07-01,UNH,-0.004918,UnitedHealth,0.0154,0.0,-0.0049
92655,2015-08-01,UNH,-0.046952,UnitedHealth,-0.0604,0.0,-0.047
92655,2015-09-01,UNH,0.007001,UnitedHealth,-0.0308,0.0,0.007
92655,2015-10-01,UNH,0.015257,UnitedHealth,0.0775,0.0,0.0153
92655,2015-11-01,UNH,-0.043046,UnitedHealth,0.0056,0.0,-0.043
92655,2015-12-01,UNH,0.048177,UnitedHealth,-0.0217,0.0001,0.0482
92655,2016-01-01,UNH,-0.021081,UnitedHealth,-0.0577,0.0001,-0.0211
92655,2016-02-01,UNH,0.034213,UnitedHealth,-0.0007,0.0002,0.0342
92655,2016-03-01,UNH,0.086482,UnitedHealth,0.0696,0.0002,0.0865
92655,2016-04-01,UNH,0.021567,UnitedHealth,0.0092,0.0001,0.0216
92655,2016-05-01,UNH,0.015112,UnitedHealth,0.0178,0.0001,0.0151
92655,2016-06-01,UNH,0.061008,UnitedHealth,-0.0005,0.0002,0.061
92655,2016-07-01,UNH,0.014164,UnitedHealth,0.0395,0.0002,0.0142
92655,2016-08-01,UNH,-0.049930,UnitedHealth,0.005,0.0002,-0.0499
92655,2016-09-01,UNH,0.033627,UnitedHealth,0.0025,0.0002,0.0336
92655,2016-10-01,UNH,0.009500,UnitedHealth,-0.0202,0.0002,0.0095
92655,2016-11-01,UNH,0.124637,UnitedHealth,0.0486,0.0001,0.1246
92655,2016-12-01,UNH,0.010864,UnitedHealth,0.0182,0.0003,0.0109
92655,2017-01-01,UNH,0.012872,UnitedHealth,0.0194,0.0004,0.0129
92655,2017-02-01,UNH,0.020234,UnitedHealth,0.0357,0.0004,0.0202
92655,2017-03-01,UNH,-0.004505,UnitedHealth,0.0017,0.0003,-0.0045
92655,2017-04-01,UNH,0.066277,UnitedHealth,0.0109,0.0005,0.0663
92655,2017-05-01,UNH,0.001715,UnitedHealth,0.0106,0.0006,0.0017
92655,2017-06-01,UNH,0.062736,UnitedHealth,0.0078,0.0006,0.0627
92655,2017-07-01,UNH,0.034462,UnitedHealth,0.0187,0.0007,0.0345
92655,2017-08-01,UNH,0.036964,UnitedHealth,0.0016,0.0009,0.037
92655,2017-09-01,UNH,-0.011564,UnitedHealth,0.0251,0.0009,-0.0116
92655,2017-10-01,UNH,0.073372,UnitedHealth,0.0225,0.0009,0.0734
92655,2017-11-01,UNH,0.088954,UnitedHealth,0.0312,0.0008,0.089
92655,2017-12-01,UNH,-0.033791,UnitedHealth,0.0106,0.0009,-0.0338
92655,2018-01-01,UNH,0.074027,UnitedHealth,0.0558,0.0011,0.074
92655,2018-02-01,UNH,-0.044852,UnitedHealth,-0.0365,0.0011,-0.0449
92655,2018-03-01,UNH,-0.050451,UnitedHealth,-0.0235,0.0012,-0.0505
92655,2018-04-01,UNH,0.104673,UnitedHealth,0.0029,0.0014,0.1047
92655,2018-05-01,UNH,0.021616,UnitedHealth,0.0265,0.0014,0.0216
92655,2018-06-01,UNH,0.019585,UnitedHealth,0.0048,0.0014,0.0196
92655,2018-07-01,UNH,0.032119,UnitedHealth,0.0319,0.0016,0.0321
92655,2018-08-01,UNH,0.060185,UnitedHealth,0.0344,0.0016,0.0602
92655,2018-09-01,UNH,-0.005662,UnitedHealth,0.0006,0.0015,-0.0057
92655,2018-10-01,UNH,-0.017629,UnitedHealth,-0.0768,0.0019,-0.0176
92655,2018-11-01,UNH,0.080008,UnitedHealth,0.0169,0.0018,0.08
92655,2018-12-01,UNH,-0.114586,UnitedHealth,-0.0955,0.0019,-0.1146
92655,2019-01-01,UNH,0.084618,UnitedHealth,0.0841,0.0021,0.0846
92655,2019-02-01,UNH,-0.103553,UnitedHealth,0.034,0.0018,-0.1036
92655,2019-03-01,UNH,0.024523,UnitedHealth,0.011,0.0019,0.0245
92655,2019-04-01,UNH,-0.057389,UnitedHealth,0.0396,0.0021,-0.0574
92655,2019-05-01,UNH,0.037457,UnitedHealth,-0.0694,0.0021,0.0375
92655,2019-06-01,UNH,0.013606,UnitedHealth,0.0693,0.0018,0.0136
92655,2019-07-01,UNH,0.020491,UnitedHealth,0.0119,0.0019,0.0205
92655,2019-08-01,UNH,-0.060279,UnitedHealth,-0.0258,0.0016,-0.0603
92655,2019-09-01,UNH,-0.066667,UnitedHealth,0.0144,0.0018,-0.0667
92655,2019-10-01,UNH,0.162801,UnitedHealth,0.0206,0.0015,0.1628
92655,2019-11-01,UNH,0.107519,UnitedHealth,0.0387,0.0012,0.1075
